1411325788160,คำเตือน
1411392897024,ใช่
1411392897025,ไม่
1411392897026,ตกลง
75509015937024,คำเตือน
75509024325632,ออกจากเกมไหม?
75509024325633,เล่นเพลง {title}\nเลยมั้ย?\n(ระดับความยาก: {difficulty})
75509024325634,เล่นใหม่ตั้งแต่ต้นมั้ย?\n※ข้อมูลการเล่นจะไม่ถูกบันทึกนะ
75509024325635,ยกเลิกแล้วกลับไปหน้าเลือกเพลงมั้ย?\n※ข้อมูลการเล่นจะไม่ถูกบันทึกนะ
75509024325636,ยืนยันค่าปรับแต่ง {adjust:F2} มั้ย?
75509024325637,ตั้งค่าใหม่มั้ย?
56481645935624192,เล่นเป็นภาษาไทยมั้ย?
77196559566143488,เล่นใหม่ตั้งแต่ต้นมั้ย?
