496225124352,Che roba è?
496283844608,Rotolo
496283844609,AHAHAHAH
496283844610,È un caso umano
496288038912,Siamo coetanei?
496288038913,È una copypasta? lol
496288038914,Che figata
496288038915,Bella
496288038916,Che nostalgia
496288038917,Questa è arte
496288038918,Genio
496288038919,È arrivato un fenomeno
496288038920,Un vero Manifesto lol
496288038921,"Ehm, ok..."
496288038922,Yunyun è troppo carina!
496288038923,Anche oggi l'internet è in pace
496288038924,( ﾟ∀ﾟ)o彡 Yunyun!
496288038925,"L'ho googlata, è carina!"
496288038926,Sta esplodendo lol sei famosa lol
496288038927,Assurdo! È mega virale! lol
496288038928,<●><●>
496288038929,Non è un bot?
496288038930,Cos'è sta roba lol
496288038931,Ti seguo!
496288038932,Tifo per te!
496288038933,Aspetta lol
496288038934,Questo diventa virale lol
496288038935,In realtà è un genio
496288038936,？？？？？？？
496288038937,Sei la numero 1
496288038938,GENIALE lol
